,month,Abstract,Full,Pdf,metric_link,status_code
1061,May 2020Jun 2020,5625,,5592,https://medrxiv.org/content/10.1101/2020.05.05.20091967v3.article-metricshttps://medrxiv.org/content/10.1101/2020.05.05.20091967v3.article-metrics,400
1062,Jul 2020Aug 2020,652,,157,https://medrxiv.org/content/10.1101/2020.07.22.20159731v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.22.20159731v1.article-metrics,400
1063,May 2020Jun 2020,672,0,200,https://medrxiv.org/content/10.1101/2020.05.07.20094094v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.07.20094094v1.article-metrics,400
1064,May 2020Jun 2020,23504,0,8638,https://medrxiv.org/content/10.1101/2020.04.27.20082362v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.27.20082362v1.article-metrics,400
1065,Jul 2020Aug 2020,832,,179,https://medrxiv.org/content/10.1101/2020.07.23.20160457v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.23.20160457v1.article-metrics,400
1066,Jul 2020Aug 2020,3141,169,988,https://biorxiv.org/content/10.1101/2020.07.03.186825v1.article-metricshttps://biorxiv.org/content/10.1101/2020.07.03.186825v1.article-metrics,400
1067,May 2020Jun 2020,795,,294,https://medrxiv.org/content/10.1101/2020.05.19.20106856v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.19.20106856v1.article-metrics,400
1068,Jun 2020Jul 2020,1205,,528,https://medrxiv.org/content/10.1101/2020.05.31.20118273v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.31.20118273v1.article-metrics,400
1069,Jul 2020Aug 2020,4719,,451,https://medrxiv.org/content/10.1101/2020.07.28.20160630v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.28.20160630v1.article-metrics,400
1070,Jul 2020Aug 2020,1126,,199,https://medrxiv.org/content/10.1101/2020.07.16.20155358v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.16.20155358v1.article-metrics,400
1071,Apr 2020May 2020,7385,0,2705,https://medrxiv.org/content/10.1101/2020.04.10.20060764v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.10.20060764v1.article-metrics,400
1072,Jul 2020Aug 2020,1524,156,336,https://biorxiv.org/content/10.1101/2020.06.29.178384v3.article-metricshttps://biorxiv.org/content/10.1101/2020.06.29.178384v3.article-metrics,400
1073,May 2020Jun 2020,4435,0,1056,https://medrxiv.org/content/10.1101/2020.05.13.20096826v2.article-metricshttps://medrxiv.org/content/10.1101/2020.05.13.20096826v2.article-metrics,400
1074,Sep 2020Oct 2020,4050,1796,1124,https://biorxiv.org/content/10.1101/2020.09.13.295691v1.article-metricshttps://biorxiv.org/content/10.1101/2020.09.13.295691v1.article-metrics,400
1075,Jul 2020Aug 2020,670,0,168,https://medrxiv.org/content/10.1101/2020.07.21.20157719v2.article-metricshttps://medrxiv.org/content/10.1101/2020.07.21.20157719v2.article-metrics,400
1076,Sep 2020Oct 2020,259,0,89,https://medrxiv.org/content/10.1101/2020.09.21.20198929v2.article-metricshttps://medrxiv.org/content/10.1101/2020.09.21.20198929v2.article-metrics,400
1077,Oct 2020Nov 2020,460,4,145,https://medrxiv.org/content/10.1101/2020.10.07.20208918v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.07.20208918v1.article-metrics,400
1078,May 2020Jun 2020,935,0,403,https://medrxiv.org/content/10.1101/2020.05.14.20100909v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.14.20100909v1.article-metrics,400
1079,Sep 2020Oct 2020,574,,160,https://medrxiv.org/content/10.1101/2020.09.07.20189050v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.07.20189050v1.article-metrics,400
1080,Jul 2020Aug 2020,6445,,1722,https://medrxiv.org/content/10.1101/2020.07.02.20145508v2.article-metricshttps://medrxiv.org/content/10.1101/2020.07.02.20145508v2.article-metrics,400
1081,May 2020Jun 2020,683,,184,https://medrxiv.org/content/10.1101/2020.05.21.20074682v2.article-metricshttps://medrxiv.org/content/10.1101/2020.05.21.20074682v2.article-metrics,400
1082,Sep 2020Oct 2020,572,,122,https://medrxiv.org/content/10.1101/2020.09.20.20198143v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.20.20198143v1.article-metrics,400
1083,Aug 2020Sep 2020,1974,161,529,https://biorxiv.org/content/10.1101/2020.08.03.233718v1.article-metricshttps://biorxiv.org/content/10.1101/2020.08.03.233718v1.article-metrics,400
1084,Apr 2020May 2020,2152,0,961,https://medrxiv.org/content/10.1101/2020.03.30.20048215v1.article-metricshttps://medrxiv.org/content/10.1101/2020.03.30.20048215v1.article-metrics,400
1085,Sep 2020Oct 2020,832,,154,https://medrxiv.org/content/10.1101/2020.09.25.20201376v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.25.20201376v1.article-metrics,400
1086,Sep 2020Oct 2020,766,,190,https://medrxiv.org/content/10.1101/2020.09.04.20182998v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.04.20182998v1.article-metrics,400
1087,May 2020Jun 2020,834,,233,https://medrxiv.org/content/10.1101/2020.05.22.20110825v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.22.20110825v1.article-metrics,400
1088,Jun 2020Jul 2020,1497,71,249,https://biorxiv.org/content/10.1101/2020.06.15.151761v2.article-metricshttps://biorxiv.org/content/10.1101/2020.06.15.151761v2.article-metrics,400
1089,Apr 2020May 2020,1144,0,347,https://medrxiv.org/content/10.1101/2020.04.03.20052985v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.03.20052985v1.article-metrics,400
1090,Mar 2020Apr 2020,83735,0,26203,https://medrxiv.org/content/10.1101/2020.03.21.20037267v2.article-metricshttps://medrxiv.org/content/10.1101/2020.03.21.20037267v2.article-metrics,400
1091,Oct 2020Nov 2020,778,11,242,https://medrxiv.org/content/10.1101/2020.10.14.20212415v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.14.20212415v1.article-metrics,400
1092,May 2020Jun 2020,2607,0,893,https://medrxiv.org/content/10.1101/2020.05.13.20100131v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.13.20100131v1.article-metrics,400
1093,Jun 2020Jul 2020,1042,98,153,https://biorxiv.org/content/10.1101/2020.06.25.172528v1.article-metricshttps://biorxiv.org/content/10.1101/2020.06.25.172528v1.article-metrics,400
1094,Apr 2020May 2020,2513,83,498,https://biorxiv.org/content/10.1101/2020.04.22.056762v1.article-metricshttps://biorxiv.org/content/10.1101/2020.04.22.056762v1.article-metrics,400
1095,Aug 2020Sep 2020,532,,100,https://medrxiv.org/content/10.1101/2020.08.19.20178434v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.19.20178434v1.article-metrics,400
1096,Jul 2020Aug 2020,1532,75,302,https://biorxiv.org/content/10.1101/2020.07.17.207878v1.article-metricshttps://biorxiv.org/content/10.1101/2020.07.17.207878v1.article-metrics,400
1097,May 2020Jun 2020,984,0,373,https://medrxiv.org/content/10.1101/2020.04.30.20083881v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.30.20083881v1.article-metrics,400
1098,Jun 2020Jul 2020,1244,,687,https://medrxiv.org/content/10.1101/2020.05.30.20117788v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.30.20117788v1.article-metrics,400
1099,May 2020Jun 2020,1352,0,475,https://medrxiv.org/content/10.1101/2020.05.04.20090118v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.04.20090118v1.article-metrics,400
1100,Mar 2020Apr 2020,16526,0,5388,https://medrxiv.org/content/10.1101/2020.03.05.20031088v2.article-metricshttps://medrxiv.org/content/10.1101/2020.03.05.20031088v2.article-metrics,400
1101,Feb 2020Mar 2020,161353,0,113719,https://medrxiv.org/content/10.1101/2020.02.07.20021154v1.article-metricshttps://medrxiv.org/content/10.1101/2020.02.07.20021154v1.article-metrics,400
1102,Feb 2020Mar 2020,2056,0,1048,https://medrxiv.org/content/10.1101/2020.02.16.20023838v1.article-metricshttps://medrxiv.org/content/10.1101/2020.02.16.20023838v1.article-metrics,400
1103,Sep 2020Oct 2020,928,2,400,https://medrxiv.org/content/10.1101/2020.09.28.20202937v2.article-metricshttps://medrxiv.org/content/10.1101/2020.09.28.20202937v2.article-metrics,400
1104,Sep 2020Oct 2020,794,9,205,https://medrxiv.org/content/10.1101/2020.09.23.20191726v3.article-metricshttps://medrxiv.org/content/10.1101/2020.09.23.20191726v3.article-metrics,400
1105,Oct 2020Nov 2020,701,6,272,https://medrxiv.org/content/10.1101/2020.10.06.20208025v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.06.20208025v1.article-metrics,400
1106,Aug 2020Sep 2020,572,,203,https://medrxiv.org/content/10.1101/2020.08.06.20169276v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.06.20169276v1.article-metrics,400
1107,Jul 2020Aug 2020,1318,,365,https://medrxiv.org/content/10.1101/2020.07.28.20162941v2.article-metricshttps://medrxiv.org/content/10.1101/2020.07.28.20162941v2.article-metrics,400
1108,Apr 2020May 2020,3191,452,1145,https://biorxiv.org/content/10.1101/2020.04.07.029199v1.article-metricshttps://biorxiv.org/content/10.1101/2020.04.07.029199v1.article-metrics,400
1109,Apr 2020May 2020,810,0,1351,https://medrxiv.org/content/10.1101/2020.04.13.20064048v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.13.20064048v1.article-metrics,400
1110,Jun 2020Jul 2020,537,,176,https://medrxiv.org/content/10.1101/2020.06.05.20123380v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.05.20123380v1.article-metrics,400
1111,Jul 2020Aug 2020,1507,61,226,https://biorxiv.org/content/10.1101/2020.07.03.184846v1.article-metricshttps://biorxiv.org/content/10.1101/2020.07.03.184846v1.article-metrics,400
1112,May 2020Jun 2020,1802,368,760,https://biorxiv.org/content/10.1101/2020.04.30.070383v1.article-metricshttps://biorxiv.org/content/10.1101/2020.04.30.070383v1.article-metrics,400
1113,Apr 2020May 2020,3639,0,1112,https://medrxiv.org/content/10.1101/2020.04.22.20075671v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.22.20075671v1.article-metrics,400
1114,Apr 2020May 2020,4151,0,5172,https://medrxiv.org/content/10.1101/2020.03.30.20047662v1.article-metricshttps://medrxiv.org/content/10.1101/2020.03.30.20047662v1.article-metrics,400
1115,Jul 2020Aug 2020,1211,,376,https://medrxiv.org/content/10.1101/2020.07.07.20146332v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.07.20146332v1.article-metrics,400
1116,May 2020Jun 2020,1172,0,498,https://medrxiv.org/content/10.1101/2020.05.04.20088625v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.04.20088625v1.article-metrics,400
1117,Jul 2020Aug 2020,3288,141,1137,https://biorxiv.org/content/10.1101/2020.07.30.228460v2.article-metricshttps://biorxiv.org/content/10.1101/2020.07.30.228460v2.article-metrics,400
1118,Jul 2020Aug 2020,1222,,377,https://medrxiv.org/content/10.1101/2020.07.02.20144543v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.02.20144543v1.article-metrics,400
1119,Oct 2020Nov 2020,1273,7,362,https://medrxiv.org/content/10.1101/2020.10.06.20207597v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.06.20207597v1.article-metrics,400
1120,Apr 2020May 2020,15145,0,8103,https://medrxiv.org/content/10.1101/2020.04.04.20053579v4.article-metricshttps://medrxiv.org/content/10.1101/2020.04.04.20053579v4.article-metrics,400
1121,Apr 2020May 2020,1651,0,580,https://medrxiv.org/content/10.1101/2020.04.14.20063420v2.article-metricshttps://medrxiv.org/content/10.1101/2020.04.14.20063420v2.article-metrics,400
1122,Jul 2020Aug 2020,847,,248,https://medrxiv.org/content/10.1101/2020.07.05.20146787v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.05.20146787v1.article-metrics,400
1123,May 2020Jun 2020,665,0,276,https://medrxiv.org/content/10.1101/2020.05.17.20104356v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.17.20104356v1.article-metrics,400
1124,Apr 2020May 2020,1066,0,242,https://medrxiv.org/content/10.1101/2020.04.13.20064360v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.13.20064360v1.article-metrics,400
1125,Oct 2020Nov 2020,475,8,154,https://medrxiv.org/content/10.1101/2020.10.08.20209304v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.08.20209304v1.article-metrics,400
1126,Aug 2020Sep 2020,620,0,196,https://medrxiv.org/content/10.1101/2020.08.12.20173658v2.article-metricshttps://medrxiv.org/content/10.1101/2020.08.12.20173658v2.article-metrics,400
1127,Jul 2020Aug 2020,1070,159,237,https://biorxiv.org/content/10.1101/2020.06.30.179663v1.article-metricshttps://biorxiv.org/content/10.1101/2020.06.30.179663v1.article-metrics,400
1128,Apr 2020May 2020,1588,0,482,https://medrxiv.org/content/10.1101/2020.04.23.20077321v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.23.20077321v1.article-metrics,400
1129,Jul 2020Aug 2020,1888,113,236,https://biorxiv.org/content/10.1101/2020.06.30.181297v4.article-metricshttps://biorxiv.org/content/10.1101/2020.06.30.181297v4.article-metrics,400
1130,May 2020Jun 2020,15677,1183,13518,https://biorxiv.org/content/10.1101/2020.05.09.086165v1.article-metricshttps://biorxiv.org/content/10.1101/2020.05.09.086165v1.article-metrics,400
1131,Aug 2020Sep 2020,354,,73,https://medrxiv.org/content/10.1101/2020.08.11.20172692v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.11.20172692v1.article-metrics,400
1132,May 2020Jun 2020,4016,,1261,https://medrxiv.org/content/10.1101/2020.05.01.20088237v3.article-metricshttps://medrxiv.org/content/10.1101/2020.05.01.20088237v3.article-metrics,400
1133,Apr 2020May 2020,13384,0,2360,https://medrxiv.org/content/10.1101/2020.04.08.20057539v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.08.20057539v1.article-metrics,400
1134,Jun 2020Jul 2020,445,,163,https://medrxiv.org/content/10.1101/2020.05.30.20117556v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.30.20117556v1.article-metrics,400
1135,Jun 2020Jul 2020,1301,,280,https://medrxiv.org/content/10.1101/2020.06.28.20141945v2.article-metricshttps://medrxiv.org/content/10.1101/2020.06.28.20141945v2.article-metrics,400
1136,Aug 2020Sep 2020,943,0,280,https://medrxiv.org/content/10.1101/2020.08.25.20182055v2.article-metricshttps://medrxiv.org/content/10.1101/2020.08.25.20182055v2.article-metrics,400
1137,Jun 2020Jul 2020,1315,,452,https://medrxiv.org/content/10.1101/2020.06.04.20122176v3.article-metricshttps://medrxiv.org/content/10.1101/2020.06.04.20122176v3.article-metrics,400
1138,Apr 2020May 2020,622,0,138,https://medrxiv.org/content/10.1101/2020.04.25.20079624v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.25.20079624v1.article-metrics,400
1139,Jun 2020Jul 2020,691,,390,https://medrxiv.org/content/10.1101/2020.06.02.20120147v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.02.20120147v1.article-metrics,400
1140,Oct 2020Nov 2020,663,43,102,https://medrxiv.org/content/10.1101/2020.10.21.20216812v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.21.20216812v1.article-metrics,400
1141,Jun 2020Jul 2020,882,,492,https://medrxiv.org/content/10.1101/2020.06.10.20126771v2.article-metricshttps://medrxiv.org/content/10.1101/2020.06.10.20126771v2.article-metrics,400
1142,Oct 2020Nov 2020,6850,70,1014,https://medrxiv.org/content/10.1101/2020.10.10.20210070v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.10.20210070v1.article-metrics,400
1143,Jun 2020Jul 2020,1123,125,196,https://biorxiv.org/content/10.1101/2020.06.05.137380v1.article-metricshttps://biorxiv.org/content/10.1101/2020.06.05.137380v1.article-metrics,400
1144,Jul 2020Aug 2020,644,0,150,https://medrxiv.org/content/10.1101/2020.07.13.20152231v2.article-metricshttps://medrxiv.org/content/10.1101/2020.07.13.20152231v2.article-metrics,400
1145,Jun 2020Jul 2020,1410,,618,https://medrxiv.org/content/10.1101/2020.06.01.20119271v2.article-metricshttps://medrxiv.org/content/10.1101/2020.06.01.20119271v2.article-metrics,400
1146,Sep 2020Oct 2020,631,,201,https://medrxiv.org/content/10.1101/2020.09.18.20197319v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.18.20197319v1.article-metrics,400
1147,May 2020Jun 2020,695,0,274,https://medrxiv.org/content/10.1101/2020.04.28.20083154v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.28.20083154v1.article-metrics,400
1148,Jul 2020Aug 2020,1050,,294,https://medrxiv.org/content/10.1101/2020.07.07.20148510v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.07.20148510v1.article-metrics,400
1149,Mar 2020Apr 2020,1736,0,968,https://medrxiv.org/content/10.1101/2020.03.13.20035261v1.article-metricshttps://medrxiv.org/content/10.1101/2020.03.13.20035261v1.article-metrics,400
1150,Oct 2020Nov 2020,1300,2,580,https://medrxiv.org/content/10.1101/2020.10.13.20211839v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.13.20211839v1.article-metrics,400
1151,Jul 2020Aug 2020,2369,,1441,https://medrxiv.org/content/10.1101/2020.07.09.20149351v2.article-metricshttps://medrxiv.org/content/10.1101/2020.07.09.20149351v2.article-metrics,400
1152,Jul 2020Aug 2020,1122,,303,https://medrxiv.org/content/10.1101/2020.07.08.20148965v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.08.20148965v1.article-metrics,400
1153,Oct 2020Nov 2020,2432,61,346,https://medrxiv.org/content/10.1101/2020.10.28.20221655v2.article-metricshttps://medrxiv.org/content/10.1101/2020.10.28.20221655v2.article-metrics,400
1154,May 2020Jun 2020,1107,0,658,https://medrxiv.org/content/10.1101/2020.04.28.20082859v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.28.20082859v1.article-metrics,400
1155,Sep 2020Oct 2020,1487,73,260,https://biorxiv.org/content/10.1101/2020.09.12.294413v2.article-metricshttps://biorxiv.org/content/10.1101/2020.09.12.294413v2.article-metrics,400
1156,May 2020Jun 2020,1401,0,555,https://medrxiv.org/content/10.1101/2020.05.07.20093849v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.07.20093849v1.article-metrics,400
1157,Aug 2020Sep 2020,1760,53,395,https://biorxiv.org/content/10.1101/2020.08.31.275719v2.article-metricshttps://biorxiv.org/content/10.1101/2020.08.31.275719v2.article-metrics,400
1158,Sep 2020Oct 2020,1103,,314,https://medrxiv.org/content/10.1101/2020.09.13.20192682v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.13.20192682v1.article-metrics,400
1159,Jul 2020Aug 2020,1245,,319,https://medrxiv.org/content/10.1101/2020.07.05.20146324v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.05.20146324v1.article-metrics,400
1160,Apr 2020May 2020,2440,209,766,https://biorxiv.org/content/10.1101/2020.04.29.068767v1.article-metricshttps://biorxiv.org/content/10.1101/2020.04.29.068767v1.article-metrics,400
1161,Jul 2020Aug 2020,1044,,263,https://medrxiv.org/content/10.1101/2020.07.11.20151399v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.11.20151399v1.article-metrics,400
1162,Sep 2020Oct 2020,1121,,440,https://medrxiv.org/content/10.1101/2020.09.16.20196071v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.16.20196071v1.article-metrics,400
1163,Apr 2020May 2020,1764,0,542,https://medrxiv.org/content/10.1101/2020.04.16.20067587v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.16.20067587v1.article-metrics,400
1164,Sep 2020Oct 2020,702,,156,https://medrxiv.org/content/10.1101/2020.08.28.20183905v2.article-metricshttps://medrxiv.org/content/10.1101/2020.08.28.20183905v2.article-metrics,400
1165,May 2020Jun 2020,895,0,237,https://medrxiv.org/content/10.1101/2020.05.16.20103853v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.16.20103853v1.article-metrics,400
1166,Apr 2020May 2020,2186,0,1198,https://medrxiv.org/content/10.1101/2020.04.05.20054577v2.article-metricshttps://medrxiv.org/content/10.1101/2020.04.05.20054577v2.article-metrics,400
1167,Apr 2020May 2020,1607,0,631,https://medrxiv.org/content/10.1101/2020.04.09.20060129v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.09.20060129v1.article-metrics,400
1168,Mar 2020Apr 2020,1934,338,754,https://biorxiv.org/content/10.1101/2020.03.01.971499v1.article-metricshttps://biorxiv.org/content/10.1101/2020.03.01.971499v1.article-metrics,400
1169,Jun 2020Jul 2020,674,,186,https://medrxiv.org/content/10.1101/2020.06.23.20138016v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.23.20138016v1.article-metrics,400
1170,Jun 2020Jul 2020,883,,250,https://medrxiv.org/content/10.1101/2020.06.22.20137422v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.22.20137422v1.article-metrics,400
1171,Jul 2020Aug 2020,2133,140,510,https://biorxiv.org/content/10.1101/2020.07.27.190561v1.article-metricshttps://biorxiv.org/content/10.1101/2020.07.27.190561v1.article-metrics,400
1172,Jun 2020Jul 2020,1947,,539,https://medrxiv.org/content/10.1101/2020.06.08.20125062v2.article-metricshttps://medrxiv.org/content/10.1101/2020.06.08.20125062v2.article-metrics,400
1173,Apr 2020May 2020,1612,0,702,https://medrxiv.org/content/10.1101/2020.04.17.20068585v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.17.20068585v1.article-metrics,400
1174,Jun 2020Jul 2020,839,0,211,https://medrxiv.org/content/10.1101/2020.06.26.20141150v2.article-metricshttps://medrxiv.org/content/10.1101/2020.06.26.20141150v2.article-metrics,400
1175,Sep 2020Oct 2020,728,,208,https://medrxiv.org/content/10.1101/2020.09.21.20198309v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.21.20198309v1.article-metrics,400
1176,Jul 2020Aug 2020,1878,123,910,https://biorxiv.org/content/10.1101/2020.07.08.194456v1.article-metricshttps://biorxiv.org/content/10.1101/2020.07.08.194456v1.article-metrics,400
1177,Aug 2020Sep 2020,2291,,386,https://medrxiv.org/content/10.1101/2020.08.09.20171173v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.09.20171173v1.article-metrics,400
1178,Mar 2020Apr 2020,3073,0,2675,https://medrxiv.org/content/10.1101/2020.03.04.20031237v2.article-metricshttps://medrxiv.org/content/10.1101/2020.03.04.20031237v2.article-metrics,400
1179,Sep 2020Oct 2020,818,,202,https://medrxiv.org/content/10.1101/2020.08.29.20126201v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.29.20126201v1.article-metrics,400
1180,Sep 2020Oct 2020,548,,97,https://medrxiv.org/content/10.1101/2020.09.17.20196709v1.article-metricshttps://medrxiv.org/content/10.1101/2020.09.17.20196709v1.article-metrics,400
1181,Jun 2020Jul 2020,1568,,459,https://medrxiv.org/content/10.1101/2020.06.18.20133645v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.18.20133645v1.article-metrics,400
1182,Apr 2020May 2020,1678,0,415,https://medrxiv.org/content/10.1101/2020.04.15.20066613v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.15.20066613v1.article-metrics,400
1183,Aug 2020Sep 2020,822,,229,https://medrxiv.org/content/10.1101/2020.08.14.20174557v2.article-metricshttps://medrxiv.org/content/10.1101/2020.08.14.20174557v2.article-metrics,400
1184,Jul 2020Aug 2020,3133,,858,https://medrxiv.org/content/10.1101/2020.06.30.20142877v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.30.20142877v1.article-metrics,400
1185,Sep 2020Oct 2020,533,,139,https://medrxiv.org/content/10.1101/2020.09.02.20186577v2.article-metricshttps://medrxiv.org/content/10.1101/2020.09.02.20186577v2.article-metrics,400
1186,May 2020Jun 2020,2034,0,643,https://medrxiv.org/content/10.1101/2020.05.08.20095174v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.08.20095174v1.article-metrics,400
1187,Aug 2020Sep 2020,453,,132,https://medrxiv.org/content/10.1101/2020.08.25.20180265v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.25.20180265v1.article-metrics,400
1188,Apr 2020May 2020,1230,0,334,https://medrxiv.org/content/10.1101/2020.04.04.20053462v2.article-metricshttps://medrxiv.org/content/10.1101/2020.04.04.20053462v2.article-metrics,400
1189,Jul 2020Aug 2020,1468,,361,https://medrxiv.org/content/10.1101/2020.07.07.20148148v1.article-metricshttps://medrxiv.org/content/10.1101/2020.07.07.20148148v1.article-metrics,400
1190,Oct 2020Nov 2020,824,13,173,https://medrxiv.org/content/10.1101/2020.10.23.20218172v1.article-metricshttps://medrxiv.org/content/10.1101/2020.10.23.20218172v1.article-metrics,400
1191,Jun 2020Jul 2020,9830,,2518,https://medrxiv.org/content/10.1101/2020.05.31.20115154v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.31.20115154v1.article-metrics,400
1192,May 2020Jun 2020,1508,0,861,https://medrxiv.org/content/10.1101/2020.05.07.20093898v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.07.20093898v1.article-metrics,400
1193,Jun 2020Jul 2020,7167,1744,2909,https://biorxiv.org/content/10.1101/2020.06.18.159434v1.article-metricshttps://biorxiv.org/content/10.1101/2020.06.18.159434v1.article-metrics,400
1194,Apr 2020May 2020,1033,0,310,https://medrxiv.org/content/10.1101/2020.04.06.20055848v1.article-metricshttps://medrxiv.org/content/10.1101/2020.04.06.20055848v1.article-metrics,400
1195,Jun 2020Jul 2020,418689,,74540,https://medrxiv.org/content/10.1101/2020.05.31.20114991v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.31.20114991v1.article-metrics,400
1196,Jul 2020Aug 2020,15701,870,8733,https://biorxiv.org/content/10.1101/2020.07.21.214759v1.article-metricshttps://biorxiv.org/content/10.1101/2020.07.21.214759v1.article-metrics,400
1197,Aug 2020Sep 2020,718,,231,https://medrxiv.org/content/10.1101/2020.08.21.20179218v1.article-metricshttps://medrxiv.org/content/10.1101/2020.08.21.20179218v1.article-metrics,400
1198,Feb 2020Mar 2020,2282,0,1080,https://medrxiv.org/content/10.1101/2020.02.18.20024570v1.article-metricshttps://medrxiv.org/content/10.1101/2020.02.18.20024570v1.article-metrics,400
1199,May 2020Jun 2020,3466,0,1091,https://medrxiv.org/content/10.1101/2020.05.04.20090746v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.04.20090746v1.article-metrics,400
1200,May 2020Jun 2020,667,0,246,https://medrxiv.org/content/10.1101/2020.05.11.20098087v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.11.20098087v1.article-metrics,400
1201,May 2020Jun 2020,689,,238,https://medrxiv.org/content/10.1101/2020.05.25.20100438v1.article-metricshttps://medrxiv.org/content/10.1101/2020.05.25.20100438v1.article-metrics,400
1202,Mar 2020Apr 2020,3506,0,1575,https://medrxiv.org/content/10.1101/2020.03.16.20036939v1.article-metricshttps://medrxiv.org/content/10.1101/2020.03.16.20036939v1.article-metrics,400
1203,Jun 2020Jul 2020,1290,,427,https://medrxiv.org/content/10.1101/2020.06.13.20130062v1.article-metricshttps://medrxiv.org/content/10.1101/2020.06.13.20130062v1.article-metrics,400
1204,Feb 2020Mar 2020,12467,,15021,https://medrxiv.org/content/10.1101/2020.02.17.20024166v3.article-metricshttps://medrxiv.org/content/10.1101/2020.02.17.20024166v3.article-metrics,400
1205,Jul 2020Aug 2020,1371,68,311,https://biorxiv.org/content/10.1101/2020.07.23.217174v1.article-metricshttps://biorxiv.org/content/10.1101/2020.07.23.217174v1.article-metrics,400
1206,Mar 2020Apr 2020,16999,0,7381,https://medrxiv.org/content/10.1101/2020.03.22.20040956v1.article-metricshttps://medrxiv.org/content/10.1101/2020.03.22.20040956v1.article-metrics,400
